Unique_ID,ID_No,AnnPer,Functional group,CSR,Family,Name,Host No Host,R.Nodes.1,C.R.Nodes.1,R.Nodes.2,C.R.Nodes.2,R.Nodes.3,C.R.Nodes.3,R.Nodes.4,C.R.Nodes.4,R.Nodes.5,C.R.Nodes.F,Leaf.1,Leaf.2,Leaf.3,Leaf.4,Leaf.5,L.leaf,Width.1,Width.2,Width.3,Width.4,Width.5,W.width,Height.1,Height.2,Height.3,Height.4,Height.5,H.height
1289,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,0,0,10,10,0,10,3.4,5.2,4.9,0,0,5.2,6.6,13.8,19.5,0,0,19.5,9,21.5,27.9,0,0,27.9
458,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.8,2.9,0,0,0,2.9,5,5.5,0,0,0,5.5,5.9,8,0,0,0,8
459,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,4.1,0.8,0,0,0,4.1,7.7,3.9,0,0,0,7.7,8.3,6.7,0,0,0,8.3
460,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.4,1.8,0,0,0,1.8,4.3,4.1,0,0,0,4.3,6.8,5.4,0,0,0,6.8
461,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.4,2,0,0,0,2.4,5.3,5.7,0,0,0,5.7,5.2,5.7,0,0,0,5.7
462,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1.6,4.7,0,0,0,0,4.7,7.1,0,0,0,0,7.1
463,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.8,2.8,3,0,0,3,5.4,5.5,3.5,0,0,5.5,6.1,6.4,6.7,0,0,6.7
464,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,3.6,4.5,0,0,0,4.5,8.3,8.6,0,0,0,8.6,8.7,10,0,0,0,10
465,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,1,1,0,1,4.3,4.2,1.8,0,0,4.3,8.7,10,10.9,0,0,10.9,11.3,18.9,14.9,0,0,18.9
466,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,4.5,0,0,0,0,4.5,8.2,0,0,0,0,8.2
467,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.9,2.9,3.4,0,0,3.4,5.7,5.7,6.3,0,0,6.3,7.8,8.5,12.3,0,0,12.3
468,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,3.3,3.2,0,0,0,3.3,6.2,6.1,0,0,0,6.2,7.6,10.1,0,0,0,10.1
469,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.3,2.7,0,0,0,2.7,5.5,6.2,0,0,0,6.2,5.3,7.4,0,0,0,7.4
470,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,1.5,4.2,0,0,0,0,4.2,5.1,0,0,0,0,5.1
471,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.5,2,1.6,0,0,2,4.2,3.9,3,0,0,4.2,4.2,4.8,6,0,0,6
472,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,1.6,3.9,0,0,0,0,3.9,5.7,0,0,0,0,5.7
473,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,3.2,2.1,0,0,0,3.2,6.3,4.5,0,0,0,6.3,8.7,6.7,0,0,0,8.7
474,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,3.3,3.7,0,0,0,3.7,7,7.8,0,0,0,7.8,8.7,10.2,0,0,0,10.2
475,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.4,3.5,0,0,0,3.5,6.4,5.8,0,0,0,6.4,9.9,12.7,0,0,0,12.7
476,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,2.4,5.9,4.6,0,0,0,5.9,6.4,2.9,0,0,0,6.4
477,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.4,1.7,0,0,0,1.7,4,4.2,0,0,0,4.2,3.5,4,0,0,0,4
478,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.8,2.1,0,0,0,2.1,4.8,4,0,0,0,4.8,6.6,5.7,0,0,0,6.6
479,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.2,2,0,0,0,2,3.9,4.9,0,0,0,4.9,8.1,5.1,0,0,0,8.1
1031,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.2,1.5,0,0,0,1.5,3.3,2.1,0,0,0,3.3,3.3,3.4,0,0,0,3.4
1032,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,2.4,3.1,0,0,0,3.1,6.1,6.8,0,0,0,6.8,8,11.1,0,0,0,11.1
1033,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.9,2.2,0,0,0,2.2,4.7,4.9,0,0,0,4.9,5.2,5.8,0,0,0,5.8
1034,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,4.1,4.7,2.6,0,0,4.7,10.6,10.4,11.1,0,0,11.1,10.6,16.6,14.4,0,0,16.6
1035,62,Per,Fern,,Cystopteridaceae,Cystopteris dickeniana,Host,0,0,0,0,0,0,0,0,0,0,1.8,2.4,2.4,1.4,0,2.4,4.1,4.9,4.1,1.7,0,4.9,5.1,6.5,9.9,10.9,0,10.9
716,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,3.2,1.5,0,0,0,3.2,6.7,5.5,0,0,0,6.7,5.8,6.9,0,0,0,6.9
717,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,3.1,3.2,3.5,0,0,3.5,7,7.1,5.7,0,0,7.1,8.8,8.6,13.6,0,0,13.6
718,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.6,1.5,0,0,0,1.6,4.4,3.5,0,0,0,4.4,4.1,3.7,0,0,0,4.1
719,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,3.2,2.3,0,0,0,3.2,6.2,5.5,0,0,0,6.2,8.3,8.9,0,0,0,8.9
720,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.5,2.4,2.7,2.3,0,2.7,5.7,5.3,6.4,4.1,0,6.4,6.4,7.1,11.7,12.2,0,12.2
721,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,3.9,4.7,0,0,0,4.7,8.8,7,0,0,0,8.8,12,14.4,0,0,0,14.4
722,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,6.5,0,0,0,0,6.5,5.6,0,0,0,0,5.6
723,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,3.4,4.2,3.4,0,0,4.2,7.6,7.4,5.5,0,0,7.6,8,10.4,16.6,0,0,16.6
724,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,3.1,3.4,0,0,0,3.4,7.8,6.4,0,0,0,7.8,10.7,11.3,0,0,0,11.3
725,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.8,2.2,0,0,0,2.2,4.9,5,0,0,0,5,4.9,6.6,0,0,0,6.6
726,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.6,1.7,0,0,0,1.7,3.4,3.9,0,0,0,3.9,5,4.8,0,0,0,5
727,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.4,2.1,0,0,0,2.1,3.6,2.9,0,0,0,3.6,4.4,4.3,0,0,0,4.4
728,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,4.2,0,0,0,0,4.2,3.4,0,0,0,0,3.4
729,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,4.4,4.2,0,0,0,4.4,9.2,6.3,0,0,0,9.2,11.1,14.8,0,0,0,14.8
730,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.6,2.9,0,0,0,2.9,5.5,6.3,0,0,0,6.3,6.3,5.6,0,0,0,6.3
731,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.5,3.9,0,0,0,3.9,6.6,6.5,0,0,0,6.6,9.1,7.5,0,0,0,9.1
732,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.2,3,2.9,0,0,3,5.9,6.9,6,0,0,6.9,3.9,6.3,5.6,0,0,6.3
733,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0,0,0,1.3,3.1,3.2,0,0,0,3.2,2.2,3.1,0,0,0,3.1
734,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.2,2.6,0,0,0,2.6,4.9,5.4,0,0,0,5.4,3.8,5.2,0,0,0,5.2
735,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,2.3,4.7,0,0,0,0,4.7,5.7,0,0,0,0,5.7
736,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.2,2.1,1.8,0,0,2.1,3.6,3.9,4,0,0,4,2.3,3.9,4.9,0,0,4.9
737,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,3.1,0.7,0,0,0,3.1,5.3,3.4,0,0,0,5.3,2.8,3.8,0,0,0,3.8
1011,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,5.2,0,0,0,0,5.2,7.8,0,0,0,0,7.8
1012,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.3,1.5,0,0,0,1.5,3.7,3.9,0,0,0,3.9,3.2,3.8,0,0,0,3.8
1013,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,1.8,1.6,0,0,0,1.8,3.9,4,0,0,0,4,2.6,4.3,0,0,0,4.3
1014,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.5,1.3,0,0,0,2.5,4.7,2.5,0,0,0,4.7,5.3,5.7,0,0,0,5.7
1015,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,5.1,2.6,2.5,0,0,5.1,9.2,7.3,5.8,0,0,9.2,8.8,9.4,9.8,0,0,9.8
1290,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2.1,0,5.1,0,0,0,5.1,0,5.3,0,0,0,5.3
1291,17,Per,Forb,S,Orchidaceae,Dactylorhiza purpurella,Host,0,0,0,0,0,0,0,0,0,0,2.8,2.7,0,0,0,2.8,6.1,6.3,0,0,0,6.3,7.1,8.6,0,0,0,8.6
590,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,2,2,19,21,0,21,2.9,3.8,4.4,0,0,4.4,6.4,8.7,35.4,0,0,35.4,7.7,12.4,57.1,0,0,57.1
591,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,13,13,9,22,0,22,2,5.9,6.6,0,0,6.6,5.6,8.7,24.7,0,0,24.7,6.7,14.6,67.8,0,0,67.8
592,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,1.8,4.3,0,0,0,0,4.3,6.4,0,0,0,0,6.4
593,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,8,8,2,10,0,10,2.7,4.9,4.2,0,0,4.9,5.9,11,28.9,0,0,28.9,7.1,16.8,32.9,0,0,32.9
594,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,2,2,0,2,1.6,2.5,3.4,0,0,3.4,4.9,5.4,5.9,0,0,5.9,6.2,5.9,12.9,0,0,12.9
595,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,22,22,19,41,0,41,3.9,5.6,5.8,0,0,5.8,9.4,22.9,43.8,0,0,43.8,11.3,28.4,72.7,0,0,72.7
596,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,17,17,2,19,0,19,3.8,3.4,4.7,0,0,4.7,8.2,18.8,49.9,0,0,49.9,6.6,23.9,72.1,0,0,72.1
597,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,1,1,3,4,4,8,0,8,5.2,5.2,5.2,0,0,5.2,10.7,10.8,20.9,0,0,20.9,12.1,18.7,33.6,0,0,33.6
598,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,6,6,10,16,0,16,3.6,3.6,4.6,0,0,4.6,7.4,8.6,29.6,0,0,29.6,8.5,11.9,44.9,0,0,44.9
599,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,19,19,7,26,0,26,2.9,3.7,2.7,0,0,3.7,6.9,10.9,32.2,0,0,32.2,10.9,23,42.7,0,0,42.7
600,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,5,5,0,5,2.3,3.4,3.6,0,0,3.6,5.2,6.3,13.12,0,0,13.12,4.9,5.9,18,0,0,18
601,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,3,3,10,13,0,13,2.4,2.9,3.2,3.9,0,3.9,5.3,6.4,14.9,22.4,0,22.4,5,9.6,35,53.2,0,53.2
602,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,2,2,51,53,8,61,0,61,6.9,9,6.6,0,0,9,14.9,32.6,75,0,0,75,11.5,37.7,118.6,0,0,118.6
603,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,3,3,14,17,0,17,2.5,3.5,4.9,0,0,4.9,5.2,7,26,0,0,26,5.8,11,47.1,0,0,47.1
604,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,2,2,16,18,0,18,3.8,3.7,4.1,5.5,0,5.5,6.8,8.6,20.5,33.9,0,33.9,6.4,11.5,42,92.4,0,92.4
605,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,2.3,2.6,2.8,0,0,2.8,5.1,5.4,4.3,0,0,5.4,7.5,5.9,4.7,0,0,7.5
1046,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,2,2,5,7,0,7,2.1,2.6,5.3,4.6,0,5.3,4.9,5.4,13.9,20.3,0,20.3,3.8,5.1,37.8,42.7,0,42.7
1047,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,1.5,1.4,1.6,0,0,1.6,3.2,3.7,4.2,0,0,4.2,1.8,3.7,4.6,0,0,4.6
1048,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,1.2,1.6,0,0,0,1.6,3,3.5,0,0,0,3.5,3.3,3.3,0,0,0,3.3
1049,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,2,2,0,2,2.9,4.3,3.7,3.1,0,4.3,5.1,7.6,7.5,9.1,0,9.1,4.2,9.5,23.6,20.9,0,23.6
1050,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,2.3,2,3,0,0,3,5.2,4.5,4.6,0,0,5.2,5.1,5.8,5,0,0,5.8
1338,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,5.2,0,0,0,0,5.2,8,0,0,0,0,8
1339,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0,0,0,1.3,2.6,3.8,0,0,0,3.8,4.5,5.7,0,0,0,5.7
1340,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,1.7,4.3,0,0,0,0,4.3,4.3,0,0,0,0,4.3
1341,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0,0,0,0.9,1.2,1.6,0,0,0,1.6,2.2,1.6,0,0,0,2.2
1342,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,1.4,3.5,0,0,0,0,3.5,3.9,0,0,0,0,3.9
1359,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,3,3,2,5,0,5,0,4.3,5.4,0,0,5.4,0,7.6,12.6,0,0,12.6,0,10.5,67.4,0,0,67.4
1360,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,0,0,2.8,0,5.6,5.2,0,0,5.6,0,7.8,6.6,0,0,7.8
1361,20,Per,Fern,CR,Equisetaceae,Equisetum arvense,Host,0,0,0,0,0,0,0,0,0,0,0,1.5,1.7,0,0,1.7,0,3.4,4.4,0,0,4.4,0,3.2,3.9,0,0,3.9
1105,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,2.2,5.4,0,0,0,0,5.4,10.4,0,0,0,0,10.4
1106,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,1.8,5.7,0,0,0,0,5.7,8.4,0,0,0,0,8.4
1107,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.6,1.5,0,0,0,2.6,4.9,3.6,0,0,0,4.9,5.1,3.8,0,0,0,5.1
1108,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.9,0,0,0,0,2.9,6,0,0,0,0,6
1109,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,4.6,0,0,0,0,4.6,5.3,0,0,0,0,5.3
1110,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.1,1.4,0,0,0,2.1,3.5,2.3,0,0,0,3.5,4,3.6,0,0,0,4
1111,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,4.9,0,0,0,0,4.9,7.6,0,0,0,0,7.6
1112,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,1.6,3.1,0,0,0,3.1,4.2,6.1,0,0,0,6.1,5.1,7.1,0,0,0,7.1
1113,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,4.5,0,0,0,0,4.5,5.8,0,0,0,0,5.8
1114,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2,2.7,0,0,0,2.7,4.9,5,0,0,0,5,3.6,7.9,0,0,0,7.9
1115,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.1,2.2,0,0,0,2.2,4.9,5.2,0,0,0,5.2,3.7,2.9,0,0,0,3.7
1116,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,3,3.2,0,0,0,3.2,5.9,6.7,0,0,0,6.7,5.5,6.5,0,0,0,6.5
1117,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,4.7,8.8,0,0,0,0,8.8,9.7,0,0,0,0,9.7
1118,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,3.2,6.8,0,0,0,0,6.8,7.3,0,0,0,0,7.3
1119,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.5,3.2,0,0,0,3.2,5.1,5.4,0,0,0,5.4,4.8,5.5,0,0,0,5.5
1120,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4.6,0,0,0,0,4.6,6.2,0,0,0,0,6.2
1121,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,3.3,6.6,0,0,0,0,6.6,10.7,0,0,0,0,10.7
1122,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,2.1,4.3,0,0,0,0,4.3,4.8,0,0,0,0,4.8
1123,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,0,0,1.1,3.4,2.2,0,0,0,3.4,5.6,5.1,0,0,0,5.6
1124,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,4,2.8,0,0,0,4,8.6,4.6,0,0,0,8.6,10.5,11.8,0,0,0,11.8
1125,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4.1,0,0,0,0,4.1,5.3,0,0,0,0,5.3
1126,65,Per,Woody,S,Ericaceae,Erica tetralix,Host,0,0,0,0,0,0,0,0,0,0,2.5,2.7,0,0,0,2.7,4.9,4.9,0,0,0,4.9,5.6,6.6,0,0,0,6.6
348,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,0,4.3,7.4,0,0,0,0,7.4,8.9,0,0,0,0,8.9
349,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,2.8,4.7,1.3,0,0,4.7,7.5,7,5.4,0,0,7.5,8.4,10.6,8.5,0,0,10.6
350,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,12,12,9,21,0,21,4.4,4.5,4.8,0,0,4.8,10,9.8,23.1,0,0,23.1,9.3,22.7,54.9,0,0,54.9
351,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,2.4,4.7,0,0,0,0,4.7,5.9,0,0,0,0,5.9
352,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,20,20,11,31,0,31,3.1,4.1,4.8,3.9,0,4.8,7.6,12.1,31.5,32.8,0,32.8,9.9,31.7,74.1,67.5,0,74.1
353,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,12,12,14,26,0,26,6,5.9,4.6,0.1,0,6,12.4,18.6,41.4,59.6,0,59.6,14.3,16.9,51.3,83.4,0,83.4
354,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,1.74,0,0,0,0,1.74,4.9,0,0,0,0,4.9,6.9,0,0,0,0,6.9
355,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,18,18,35,53,0,53,4,5.7,5.5,4.6,0,5.7,8.5,16.2,33,50.5,0,50.5,10.5,27.3,74.2,112.4,0,112.4
356,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,4.2,8.6,0,0,0,0,8.6,7.1,0,0,0,0,7.1
357,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,1,1,26,27,39,66,0,66,6,6.2,6.6,4.7,0,6.6,11.1,26.2,30.1,40.5,0,40.5,12.4,39.2,98.3,125.6,0,125.6
358,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,4,4,24,28,0,28,1.4,6.8,6.9,6.5,0,6.9,4.3,13.2,23.3,35.3,0,35.3,2.7,10.9,46.2,84.7,0,84.7
359,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,3,3.8,1.9,0,0,3.8,7.3,7.1,5.3,0,0,7.3,8.9,10.1,9.9,0,0,10.1
361,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,2,2,14,16,0,16,3,4.6,3.8,2.8,0,4.6,6.9,8.9,26.5,23.2,0,26.5,7.4,18.1,33,52.5,0,52.5
362,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,13,13,20,33,0,33,4.1,4.4,4.4,4.8,0,4.8,8.7,18,31.3,40.4,0,40.4,8.6,21.6,55.9,75.2,0,75.2
363,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,2.7,2.2,0,0,0,2.7,5.8,5.3,0,0,0,5.8,10.4,14.2,0,0,0,14.2
364,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,1,1,21,22,3,25,0,25,6.2,6.2,4.5,0,0,6.2,12,32.2,43.7,0,0,43.7,18.5,50,73.6,0,0,73.6
365,21,Per,Grass,CSR,Poaceae,Festuca rubra,Host,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,4,0,0,0,0,4
