Germ_date,Trans_date,Unique_ID,Host_code,Population,Euphrasia_sp,Notes,Euphrasia dead,Host dead
17/04/2018,26/04/2018,A871,ACU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A872,ACU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A873,ACU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A874,ACU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A875,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A876,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A877,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A878,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A879,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A880,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A881,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A882,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A883,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A884,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A885,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A886,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A887,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A888,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A889,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A890,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A891,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A892,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A893,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A894,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A895,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A896,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A897,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A898,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A899,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A900,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A901,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A902,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A903,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A904,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A905,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A906,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A907,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A908,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A909,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A910,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A911,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A912,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A913,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A914,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A915,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A916,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A917,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A918,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A919,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A920,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A921,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A922,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A923,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A924,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A925,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A926,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A927,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A928,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A929,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A930,LCO,A1763,Euphrasia anglica,Euphrasia dead,Y,
17/04/2018,26/04/2018,A931,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A932,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A933,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A934,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A935,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A936,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A937,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A938,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A939,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A940,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A941,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A942,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A943,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A944,PLA,A1763,Euphrasia anglica,OVU is actually PLA,,
17/04/2018,26/04/2018,A945,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A946,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A947,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A948,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A949,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A950,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A951,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A952,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A953,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A954,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A955,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A956,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A957,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A958,PLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A959,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A960,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A961,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A962,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A963,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A964,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A965,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A966,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A967,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A968,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A969,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A970,PMA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A971,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A972,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A973,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A974,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A975,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A976,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A977,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A978,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A979,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A980,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A981,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A982,UGA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A983,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A984,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A985,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A986,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A987,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A988,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A989,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A990,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A991,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A992,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A993,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A994,VCH,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A995,ACU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A996,ACU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A997,CVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A998,CVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A999,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1000,DFL,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1001,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1002,FOV,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1003,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1004,HLA,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1005,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1006,LPE,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1007,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1008,LCO,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1009,OVU,A1763,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1010,PLA,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1011,PMA,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1012,UGA,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1013,VCH,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1014,ACU,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1015,PLA,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1016,DFL,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1017,FOV,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1018,HLA,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1019,LPE,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1020,LCO,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1021,OVU,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1022,PLA,A1766,Euphrasia anglica,REPLACED,,
17/04/2018,26/04/2018,A1023,PMA,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1024,UGA,A1766,Euphrasia anglica,,,
17/04/2018,26/04/2018,A1025,ACU,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1026,CVU,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1027,DFL,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1028,FOV,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1029,HLA,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1030,LPE,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1031,LCO,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1032,OVU,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1033,PLA,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1034,PMA,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1035,UGA,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1036,VCH,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1037,VCH,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1038,PMA,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1039,,M1767,Euphrasia micrantha,REPLACED,,
17/04/2018,26/04/2018,A1040,LCO,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1041,UGA,M1767,Euphrasia micrantha,Euphrasia dead,Y,
17/04/2018,26/04/2018,A1042,HLA,M1767,Euphrasia micrantha,?,,
17/04/2018,26/04/2018,A1043,ACU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1044,ACU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1045,ACU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1046,ACU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1047,ACU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1048,CVU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1049,DFL,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1051,DFL,M1768,Euphrasia micrantha,A1050 DOES NOT EXIST,,Y
17/04/2018,26/04/2018,A1052,DFL,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1053,DFL,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1054,FOV,M1768,Euphrasia micrantha,Euphrasia dead,Y,
17/04/2018,26/04/2018,A1055,FOV,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1056,FOV,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1057,FOV,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1058,FOV,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1059,HLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1060,HLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1061,HLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1062,HLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1063,HLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1064,LPE,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1065,LPE,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1066,LPE,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1067,LPE,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1068,LPE,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1069,LCO,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1070,LCO,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1071,LCO,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1072,LCO,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1073,LCO,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1074,OVU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1075,OVU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1076,OVU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1077,OVU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1078,OVU,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1079,PLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1080,PLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1081,PLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1082,PLA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1083,PLA,M1768,Euphrasia micrantha,Euphrasia dead,Y,
17/04/2018,26/04/2018,A1084,PMA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1085,PMA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1086,PMA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1087,PMA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1088,PMA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1089,UGA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1090,UGA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1091,UGA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1092,UGA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1093,UGA,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1094,VCH,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1095,VCH,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1096,VCH,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1097,VCH,M1768,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1098,ACU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1099,ACU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1100,ACU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1101,ACU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1102,ACU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1103,ACU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1104,CVU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1105,DFL,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1106,DFL,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1107,DFL,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1108,DFL,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1109,DFL,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1110,DFL,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1111,FOV,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1112,FOV,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1113,FOV,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1114,FOV,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1115,FOV,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1116,FOV,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1117,HLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1118,HLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1119,HLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1120,HLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1121,HLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1122,HLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1123,LPE,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1124,LPE,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1125,LPE,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1126,LPE,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1127,LPE,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1128,LPE,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1129,LCO,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1130,LCO,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1131,LCO,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1132,LCO,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1133,LCO,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1134,LCO,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1135,OVU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1136,OVU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1137,OVU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1138,OVU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1139,OVU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1140,OVU,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1141,PLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1142,PLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1143,PLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1144,PLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1145,PLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1146,PLA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1147,PMA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1148,PMA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1149,PMA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1150,PMA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1151,PMA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1152,PMA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1153,UGA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1154,UGA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1155,UGA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1156,UGA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1157,UGA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1158,UGA,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1159,VCH,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1160,VCH,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1161,VCH,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1162,VCH,M1769,Euphrasia micrantha,,,
17/04/2018,26/04/2018,A1164,VCH,M1769,Euphrasia micrantha,A1163 DOES NOT EXIST,,
17/04/2018,26/04/2018,A1165,OVU,M1769,Euphrasia micrantha,REPLACES A1039,,
17/04/2018,26/04/2018,A1166,PLA,M1769,Euphrasia micrantha,REPLACES A1022,,
17/04/2018,26/04/2018,B1167,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1168,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1169,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1170,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1171,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1172,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1173,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1174,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1175,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1176,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1177,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1178,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1179,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1180,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1181,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1182,PLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,B1183,HLA,R1786,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1185,HLA,R1786,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1186,HLA,R1786,Euphrasia rivularis,B1184 DOES NOT EXIST,,
17/04/2018,26/04/2018,B1187,HLA,R1786,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1188,PLA,R1786,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1189,PLA,R1786,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1190,PLA,R1786,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1191,PLA,R1786,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1192,PLA,R1785,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1193,PLA,R1785,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1194,PLA,R1785,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1195,PLA,R1785,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1196,HLA,R1785,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1197,HLA,R1785,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1198,HLA,R1785,Euphrasia rivularis,,,
17/04/2018,26/04/2018,B1199,HLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1200,HLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1201,HLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1202,HLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1203,HLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1204,HLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1205,PLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1207,PLA,R1765,Euphrasia rostkoviana,B1206 DOES NOT EXIST,,
17/04/2018,26/04/2018,B1208,PLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1209,PLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1210,PLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1211,PLA,R1765,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1212,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1213,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1214,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1215,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1216,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1217,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1218,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1219,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1220,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1221,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1222,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1223,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1224,HLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1225,PLA,R1764,Euphrasia rostkoviana,,,
