Germ_date,Trans_date,Unique_ID,Host_code,Population,Euphrasia_sp,Notes,Euphrasia dead,Host dead
17/04/2018,26/04/2018,B1226,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1227,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1228,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1229,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1230,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1231,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1232,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1233,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1234,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1235,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1236,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1237,PLA,R1764,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1238,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1239,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1240,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1241,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1242,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1243,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1244,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1245,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1247,HLA,R1762,Euphrasia rostkoviana,B1246 DOES NOT EXIST,,
17/04/2018,26/04/2018,B1248,HLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1249,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1250,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1251,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1252,PLA,R1762,Euphrasia rostkoviana,Both dead,Y,Y
17/04/2018,26/04/2018,B1253,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1254,PLA,R1762,Euphrasia rostkoviana,Euphrasia dead,Y,
17/04/2018,26/04/2018,B1255,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1256,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1257,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1258,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1259,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,B1260,PLA,R1762,Euphrasia rostkoviana,,,
17/04/2018,26/04/2018,C1261,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,C1262,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,C1263,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,C1264,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,C1265,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,C1266,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,C1267,HLA,M1787,Euphrasia montana,,,
17/04/2018,26/04/2018,C1268,HLA,M1787,Euphrasia montana,,,
20/04/2018,01/05/2018,A1269,ACU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1270,ACU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1271,ACU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1272,DFL,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1273,DFL,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1274,DFL,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1275,DFL,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1276,DFL,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1277,FOV,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1278,FOV,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1279,FOV,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1280,FOV,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1281,FOV,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1282,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1283,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1284,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1285,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1286,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1287,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1288,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1289,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1290,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1291,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1292,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1293,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1294,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1295,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1296,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1297,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1298,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1299,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1300,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1301,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1302,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1303,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1304,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1305,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1306,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1307,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1308,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1309,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1310,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1311,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1312,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1313,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1314,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1315,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1316,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1317,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1318,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1319,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1320,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1321,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1322,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1323,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1324,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1325,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1326,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1327,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1328,UGA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1329,UGA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1330,UGA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1331,UGA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1332,UGA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1333,UGA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1334,UGA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1335,UGA,V1761,Euphrasia vigursii,Euphrasia dead,Y,
20/04/2018,01/05/2018,A1336,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1337,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1338,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1339,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1340,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1341,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1342,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1343,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1344,ACU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1345,DFL,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1346,FOV,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1347,HLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1348,LCO,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1349,LPE,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1350,OVU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1351,PLA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1352,PMA,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1353,VCH,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1354,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1355,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1356,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1357,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1358,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1359,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1360,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1361,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1362,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1363,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1364,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1365,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1366,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1367,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1368,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1369,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1370,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1371,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1372,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1373,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1374,HPU,V1761,Euphrasia vigursii,,,
20/04/2018,01/05/2018,A1375,ACU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1376,ACU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1377,DFL,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1378,DFL,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1379,FOV,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1380,FOV,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1381,FOV,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1382,HLA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1383,HLA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1384,LCO,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1385,LCO,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1386,LPE,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1387,OVU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1388,OVU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1389,OVU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1390,PLA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1391,PLA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1392,PLA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1393,PMA,A1763,Euphrasia anglica,Euphrasia dead,Y,
20/04/2018,01/05/2018,A1394,PMA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1395,PMA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1396,PMA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1397,PMA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1398,UGA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1399,UGA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1400,UGA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1401,UGA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1402,UGA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1403,UGA,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1404,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1405,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1406,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1407,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1408,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1409,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1410,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1411,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1412,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1413,VCH,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1414,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1415,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1416,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1417,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1418,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1419,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1420,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1421,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1422,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1423,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1424,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1425,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1426,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1427,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1428,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1429,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1430,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1431,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1432,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1433,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1434,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1435,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1436,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1437,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1438,HPU,A1763,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1439,ACU,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1440,DFL,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1441,FOV,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1442,HLA,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1443,LCO,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1444,LPE,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1445,OVU,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1446,PLA,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1447,PMA,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1448,UGA,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1449,VCH,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1450,HPU,A1766,Euphrasia anglica,,,
20/04/2018,01/05/2018,A1451,ACU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1452,ACU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1453,ACU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1454,ACU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1455,DFL,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1456,DFL,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1457,DFL,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1458,DFL,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1459,DFL,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1460,DFL,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1461,FOV,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1462,FOV,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1463,FOV,M1768,Euphrasia micrantha,Euphrasia dead,Y,
20/04/2018,01/05/2018,A1464,FOV,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1465,FOV,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1466,FOV,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1467,FOV,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1468,HLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1469,HLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1470,HLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1471,HLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1472,HLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1473,HLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1474,LCO,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1475,LCO,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1476,LCO,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1477,LCO,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1478,LCO,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1479,LCO,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1480,LPE,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1481,LPE,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1482,LPE,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1483,LPE,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1484,LPE,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1485,LPE,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1486,LPE,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1487,OVU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1488,OVU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1489,OVU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1490,OVU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1491,OVU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1492,OVU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1493,OVU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1494,PLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1495,PLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1496,PLA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1497,PMA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1498,PMA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1499,PMA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1500,UGA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1501,UGA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1502,UGA,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1503,VCH,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1504,VCH,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1505,VCH,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1506,VCH,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1507,VCH,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1508,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1509,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1510,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1511,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1512,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1513,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1514,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1515,HPU,M1768,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1516,ACU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1517,ACU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1518,DFL,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1519,DFL,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1520,FOV,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1521,FOV,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1522,HLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1523,HLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1524,LCO,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1525,LCO,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1526,LPE,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1527,LPE,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1528,OVU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1529,OVU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1530,PLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1531,PLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1532,PLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1533,PLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1534,PLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1535,PLA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1536,PMA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1537,PMA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1538,PMA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1539,PMA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1540,PMA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1541,PMA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1542,UGA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1543,UGA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1544,UGA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1545,UGA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1546,UGA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1547,UGA,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1548,VCH,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1549,VCH,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1550,VCH,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1551,VCH,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1552,VCH,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1553,VCH,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1554,VCH,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1555,HPU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1556,HPU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1557,HPU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1558,HPU,M1769,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1559,ACU,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1560,DFL,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1561,FOV,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1562,HLA,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1563,LCO,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1564,LPE,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1565,OVU,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1566,PLA,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1567,PMA,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1568,UGA,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1569,VCH,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1570,HPU,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,A1571,HPU,M1767,Euphrasia micrantha,,,
20/04/2018,01/05/2018,B1572,HLA,R1764,Euphrasia rostkoviana,,,
20/04/2018,01/05/2018,B1573,HLA,R1764,Euphrasia rostkoviana,,,
