Unique ID,Leaf collected,Indumentum,Flower colour,Purple flushed,Node,Flower date,Height,Corolla size,Teeth,Branches,Leaf length,Internode length,Cauline ratio,Aborted node,Leaf circularity index,Capsule length,Capsule width,Calyx length,Calyx ratio,Notes
B1179,1,1,W,0,8,24/07/2018,33.6,8.8,3,0,4.1,6.9,1.682926829,,,,,,,
B1236,1,1,W,0,10,25/07/2018,31.5,8.1,4,0,5.1,5.9,1.156862745,9,,,,,,
A1092,0,1,W,1,7,25/07/2018,28.7,5.5,2,0,2.4,4.8,2,,,,,,,
A798,1,1,W,1,11,26/07/2018,49.7,4.8,5,0,5.6,5,0.892857143,10,,,,,,
A757,0,1,W,1,10,19/07/2018,64.4,6.3,4,0,6.6,11.4,1.727272727,,,,,,,
A882,0,1,W,0,8,25/07/2018,21.3,7.2,4,1,6.2,1.9,0.306451613,,,,,,,
A588,0,1,W,0,8,26/07/2018,11.7,7.5,3,0,3.8,0.8,0.210526316,,,,,,,
A218,0,1,W,0,10,25/07/2018,31.9,8.3,5,2,5.4,2.4,0.444444444,,,,,,,
A971,0,1,W,0,12,25/07/2018,39.5,7.2,5,4,6.6,1.6,0.242424242,,,,,,,
A708,0,1,W,1,11,25/07/2018,61.3,5.8,6,0,6,8,1.333333333,,,,,,,
A863,0,1,W,0,9,25/07/2018,24.9,7.7,3,2,4.9,4.4,0.897959184,,,,,,,
A398,0,1,W,1,12,25/07/2018,51.5,6.3,5,0,5.8,7.6,1.310344828,,,,,,,
A1504,0,0,W,0,7,26/07/2018,45.4,6.4,3,0,3.9,12.9,3.307692308,,,,,,,
A604,0,0,W,1,9,26/07/2018,17.7,4.9,1,0,2.2,2.1,0.954545455,,,,,,,
A1664,0,0,V,1,8,26/07/2018,28.5,6.3,2,0,2.8,7.1,2.535714286,,,,,,,
A1951,0,0,W,1,8,26/07/2018,61.3,6.2,3,2,4.2,12.9,3.071428571,,,,,,,
A393,1,1,W,1,12,25/07/2018,49.1,5.6,4,0,4.4,6.1,1.386363636,11,,,,,,
A547,0,1,W,0,10,25/07/2018,23.6,8.5,3,1,6.7,1.9,0.28358209,,,,,,,
A1380,0,1,W,0,10,25/07/2018,19.3,8,3,0,5.4,2.1,0.388888889,,,,,,,
A766,0,1,W,1,11,25/07/2018,50.8,5.3,5,0,6.4,9.8,1.53125,,,,,,,
A182,0,1,W,0,10,25/07/2018,79.4,6.3,5,3,9.4,7.1,0.755319149,,,,,,,
A94,0,0,W,1,9,25/07/2018,15.2,4,2,0,1.6,1.4,0.875,,,,,,,
B268,1,1,W,0,9,26/07/2018,28.8,7.3,3,0,4.2,5.8,1.380952381,,,,,,,
A1408,0,1,W,0,12,25/07/2018,27.4,8.7,4,2,5.7,2.9,0.50877193,,,,,,,
A1532,0,0,W,1,7,26/07/2018,8.2,2.2,1,0,1.1,0.9,0.818181818,,,,,,,
A1487,0,0,V,1,6,21/07/2018,40,4.4,2,0,4.3,5.6,1.302325581,,,,,,,
A394,1,1,W,1,10,28/07/2018,33.6,5.9,5,0,6.3,5.7,0.904761905,9,,,,,,
A993,0,1,W,0,9,30/07/2018,22.5,6.2,4,1,5.2,3,0.576923077,,,,,,,
A371,0,1,W,1,13,28/07/2018,59.7,6.1,4,0,4,4.8,1.2,9,,,,,,
A1670,0,0,V,1,10,27/07/2018,102.4,7.3,4,4,5.7,11,1.929824561,,,,,,,
A1058,0,0,V,1,8,26/07/2018,43,5.7,2,0,3.4,11.5,3.382352941,,,,,,,
A764,0,1,W,1,10,28/07/2018,60.4,6.6,5,0,6.7,6,0.895522388,,,,,,,
A1950,0,0,W,,5,30/07/2018,10.6,3.7,2,0,2.7,3.2,1.185185185,,,,,,,
A1551,0,0,W,1,10,28/07/2018,27.9,4.9,2,0,2.7,2.7,1,,,,,,,
A746,1,1,W,1,10,26/07/2018,47.8,6,4,1,7.2,6.5,0.902777778,,,,,,,
A1296,0,1,V,0,10,29/07/2018,72.2,8.3,5,2,7.2,7.6,1.055555556,,,,,,,
A1938,0,1,W,1,10,28/07/2018,54.7,6.3,5,1,6.7,6.9,1.029850746,,,,,,,
A1990,0,1,W,0,10,28/07/2018,21.3,5.6,4,1,5.1,1,0.196078431,,,,,,,
A245,0,0,W,0,9,26/07/2018,33.3,4.1,2,0,3.5,7.9,2.257142857,,,,,,,
A1728,0,1,V,1,9,28/07/2018,36.7,6.7,4,0,4.7,3.4,0.723404255,,,,,,,
A1908,0,0,W,1,9,28/07/2018,11.4,3,1,0,2.2,1.9,0.863636364,,,,,,,
A900,1,1,W,0,8,27/07/2018,17.9,7.6,4,0,5.9,1.7,0.288135593,,,,,,,
A1301,0,1,W,0,12,26/07/2018,116.7,6.5,6,5,14.7,10,0.680272109,,,,,,,
A999,0,1,W,0,12,28/07/2018,33.8,9,5,1,6.2,3.1,0.5,,,,,,,
A1067,0,0,W,0,9,26/07/2018,95.8,5.7,4,5,4.9,13.2,2.693877551,,,,,,,
A1349,0,1,W,1,10,29/07/2018,42.2,6.1,4,0,6.2,7.3,1.177419355,,,,,,,
A1889,0,0,W,1,8,30/07/2018,41.9,6.4,3,0,3.3,7.3,2.212121212,,,,,,,
A1292,0,1,V,1,11,29/07/2018,55.8,7.6,4,0,6.3,6.8,1.079365079,,,,,,,
B1803,1,1,W,0,10,30/07/2018,28.1,8.6,3,0,4,3.4,0.85,,,,,,,
A1127,0,0,W,1,10,28/07/2018,38.9,4.7,2,0,2,8.4,4.2,,,,,,,
B455,1,1,W,0,10,28/07/2018,30.2,9,5,2,7.2,4.5,0.625,,,,,,,
B1211,1,1,W,0,12,29/07/2018,34.3,9.1,3,0,4.5,3.2,0.711111111,11,,,,,,
B467,1,1,W,0,10,26/07/2018,27.4,7.9,3,0,3.9,2.1,0.538461538,,,,,,,
A1476,0,0,V,1,7,28/07/2018,35.1,6.3,2,0,3.5,6.7,1.914285714,,,,,,,
B1217,1,1,W,0,11,30/07/2018,27,7.4,3,0,4.7,3.5,0.744680851,10,,,,,,
B1595,1,1,W,0,9,30/07/2018,37.9,9.5,3,0,5,6.4,1.28,,,,,,,
A1054,0,0,W,1,8,28/07/2018,41,5.5,2,0,3.9,3.9,1,,,,,,,
A1634,0,1,W,0,10,24/07/2018,21.6,8.9,3,0,6.4,3.2,0.5,,,,,,,
B1603,1,1,W,0,9,29/07/2018,18.2,5.1,2,0,3,0.9,0.3,,,,,,,
A1076,0,1,W,1,8,27/07/2018,12.1,3.2,1,0,1.2,0.6,0.5,,,,,,,
A1994,0,1,W,0,8,28/07/2018,28.2,7.2,4,1,5.2,4.5,0.865384615,,,,,,,
B1796,1,1,W,0,10,27/07/2018,21.2,7.8,3,0,3.9,1.7,0.435897436,,,,,,,
A1378,0,1,W,0,10,28/07/2018,25.4,7.3,4,0,4.6,2.8,0.608695652,,,,,,,
A499,0,1,W,1,11,25/07/2018,50.5,6.2,4,0,5.4,8.8,1.62962963,,,,,,,
A1160,0,0,W,0,11,30/07/2018,20.5,4,1,0,1.8,1.3,0.722222222,,,,,,,
A737,0,1,W,1,9,28/07/2018,52.9,6.2,5,0,6.4,8.8,1.375,,,,,,,
A1330,0,1,V,1,11,28/07/2018,39.1,6.7,3,0,3.8,2.5,0.657894737,,,,,,,
A704,0,1,V,1,11,27/07/2018,50.5,7.6,5,1,4.8,7.3,1.520833333,,,,,,,
B652,1,1,W,0,9,27/07/2018,25.7,6.3,3,0,4,1.9,0.475,,,,,,,
B1618,1,1,W,0,8,27/07/2018,45.5,9,2,0,4.2,7.1,1.69047619,,,,,,,
A1465,0,1,W,1,7,27/07/2018,38.5,5.4,2,0,3.4,8.1,2.382352941,,,,,,,
A1898,0,0,W,1,8,31/07/2018,30.3,5.9,2,3,3.7,6.8,1.837837838,,,,,,,
A1674,0,0,W,1,8,27/07/2018,21,3.8,2,0,3.3,5.2,1.575757576,,,,,,,
A1066,0,0,W,1,7,31/07/2018,43.8,5.7,3,1,3.3,9.3,2.818181818,,,,,,,
A1517,0,0,W,0,8,31/07/2018,7.9,4,1,0,1.2,0.6,0.5,,,,,,,
A1897,0,0,W,1,9,31/07/2018,60.5,5,3,3,4.2,9,2.142857143,,,,,,,
B1231,1,1,W,0,12,31/07/2018,29.6,6.6,3,0,3.5,2.1,0.6,,,,,,,
B1239,1,1,W,0,9,31/07/2018,31.2,5.8,3,0,3.3,2.3,0.696969697,,,,,,,
A444,0,0,W,0,7,31/07/2018,24.7,4.2,2,0,2.9,8.9,3.068965517,,,,,,,
B669,1,1,W,0,9,31/07/2018,30.1,6.3,3,0,4,5.5,1.375,,,,,,,
B1210,1,1,W,0,11,31/07/2018,28.1,6,4,1,4.7,2.9,0.617021277,,,,,,,
A1083,0,0,W,1,11,31/07/2018,41.9,4.4,3,0,2.6,3.4,1.307692308,,,,,,,
A373,0,1,W,1,11,31/07/2018,39.1,5.9,3,0,3.6,3.2,0.888888889,,,,,,,
A1459,0,0,W,1,10,31/07/2018,31,4.5,2,3,4.2,4,0.952380952,,,,,,,
A1392,1,1,W,0,11,31/07/2018,19.9,5.7,3,0,4.2,2.8,0.666666667,,,,,,,
A553,0,1,W,0,9,31/07/2018,18.6,6.3,4,2,4.3,2.2,0.511627907,,,,,,,
B270,1,1,W,0,8,31/07/2018,30.3,6.1,3,0,4.1,3.3,0.804878049,,,,,,,
A611,0,0,W,0,8,01/08/2018,6,4,1,0,1.9,1,0.526315789,,,,,,,
B1196,1,1,W,0,8,01/08/2018,13.9,5,2,0,3.1,2,0.64516129,,,,,,,
A1895,0,0,V,0,8,01/08/2018,28.4,5.5,2,0,3,4.7,1.566666667,,,,,,,
A1999,0,0,W,1,8,01/08/2018,56.1,6.3,3,4,4.2,8,1.904761905,,,,,,,
A630,0,0,V,1,8,01/08/2018,16,5,1,0,1.7,2.2,1.294117647,,,,,,,
A1337,0,0,V,1,12,01/08/2018,34.3,5.1,3,0,4.3,3,0.697674419,,,,,,,
A594,0,1,W,0,12,01/08/2018,25,7.1,4,0,5,2.1,0.42,,,,,,,
A1725,0,0,W,1,6,01/08/2018,5.6,1.8,1,0,1.1,0.5,0.454545455,,,,,,,
A422,0,1,W,1,12,01/08/2018,64.7,6.4,5,0,5.5,9.89,1.798181818,,,,,,,
A702,0,1,W,1,12,01/08/2018,52.8,5.8,4,0,5,8.4,1.68,,,,,,,
A1638,1,1,W,0,10,01/08/2018,19.1,6.1,3,0,5.7,2.5,0.438596491,,,,,,,
B1606,1,1,W,0,8,01/08/2018,12.7,5.8,2,1,2.7,1.4,0.518518519,,,,,,,
A805,1,1,W,1,11,01/08/2018,52.1,5.7,5,0,4.6,4.7,1.02173913,,,,,,,
A932,0,1,W,0,10,02/08/2018,32.2,5.9,4,1,6.4,4.1,0.640625,,,,,,,
A1012,0,1,W,0,11,02/08/2018,19.8,6.1,3,1,5,1.1,0.22,,,,,,,
A1690,0,0,V,1,7,02/08/2018,32.9,5.2,2,0,3.2,9.3,2.90625,,,,,,,
A227,0,0,W,1,9,02/08/2018,29,4.3,2,0,2.7,4.1,1.518518519,,,,,,,
A1023,0,1,W,0,12,02/08/2018,26.4,6.9,4,1,6.3,2.1,0.333333333,,,,,,,
A1474,0,0,W,0,7,02/08/2018,34.7,5.6,2,3,3.7,5.1,1.378378378,,,,,,,
A86,0,1,W,0,11,02/08/2018,27,6.8,3,0,4.8,1.8,0.375,,,,,,,
A1520,0,0,W,1,7,28/07/2018,22.6,4.8,1,0,2.5,4.6,1.84,,,,,,,
A2034,0,0,W,0,6,02/08/2018,22,5,2,0,3.1,4.4,1.419354839,,,,,,,
A1495,0,0,W,1,8,02/08/2018,22.6,4.2,2,0,2.7,4.7,1.740740741,,,,,,,
B1582,1,1,W,0,8,03/08/2018,18,8.2,3,0,5,2.6,0.52,,,,,,,
A442,0,1,W,0,11,03/08/2018,33.3,8.5,4,0,5.2,5.2,1,,,,,,,
A587,0,1,W,0,8,03/08/2018,15.8,6,4,0,4.5,2.1,0.466666667,,,,,,,
A622,0,0,W,0,13,03/08/2018,50.9,5.1,2,0,3.5,5.6,1.6,11,,,,,,
A513,0,1,W,1,11,03/08/2018,45.3,5.5,3,0,3.8,8.4,2.210526316,10,,,,,,
B1622,1,1,W,0,9,03/08/2018,19.3,8.1,3,0,2.8,0.6,0.214285714,,,,,,,
A1462,0,0,W,1,10,03/08/2018,33.6,5.4,3,2,3.3,5.6,1.696969697,7,,,,,,
A640,0,0,W,1,7,03/08/2018,22.2,4.4,2,1,3.2,8.5,2.65625,,,,,,,
B1187,1,1,W,0,11,03/08/2018,33,6.2,2,0,4,10.4,2.6,,,,,,,
A231,0,0,V,1,9,03/08/2018,15.5,5.5,1,0,2.4,1.5,0.625,8,,,,,,
A1149,0,0,W,1,7,05/08/2018,19.3,4.3,2,4,3.4,6.4,1.882352941,,,,,,,
B1185,1,1,W,0,9,05/08/2018,17.4,5.6,2,0,2.9,2.5,0.862068966,,,,,,,
A432,1,1,W,0,10,05/08/2018,13.7,5,3,2,4.6,1.5,0.326086957,,,,,,,
A1280,1,1,V,1,12,05/08/2018,50.7,7,4,0,4.7,5.7,1.212765957,,,,,,,
A1293,1,1,W,1,12,05/08/2018,60.1,5.4,5,1,6.6,8.5,1.287878788,,,,,,,
A1750,1,1,W,0,11,05/08/2018,42.6,-,4,0,5.1,4.1,0.803921569,,,,,,,
A1021,1,1,W,0,7,05/08/2018,12.8,5.9,2,1,4.8,1.3,0.270833333,,,,,,,
A1646,1,1,W,0,11,05/08/2018,23.5,6.9,2,1,5,2.1,0.42,,,,,,,
A537,0,1,W,0,11,05/08/2018,19,6.1,3,0,4.2,1.5,0.357142857,,,,,,,
B1803,1,1,W,0,12,05/08/2018,24.5,4.1,3,0,4.6,1.8,0.391304348,,,,,,,
A1139,0,0,W,1,8,05/08/2018,25.9,4.6,2,0,2.7,7.3,2.703703704,,,,,,,
A1867,0,1,W,0,9,05/08/2018,46.5,6.3,4,0,4.6,4.2,0.913043478,,,,,,,
B1583,1,1,W,0,8,04/08/2018,17,7.2,3,0,4.5,1.7,0.377777778,,,,,,,
A59,0,1,W,0,10,03/08/2018,21.3,-,3,2,4.3,3.6,0.837209302,,,,,,,
A409,0,1,W,1,12,04/08/2018,54.9,4.4,4,0,4.2,4.8,1.142857143,,,,,,,
A2005,0,0,W,1,8,04/08/2018,74.5,8.1,4,2,4.4,17.5,3.977272727,,,,,,,
A554,0,1,W,0,9,04/08/2018,26.7,-,4,0,5.4,6.5,1.203703704,,,,,,,
A628,0,0,W,1,10,03/08/2018,28.8,-,2,0,2.3,3.7,1.608695652,,,,,,,
A1391,1,1,W,0,12,04/08/2018,21.7,8.2,3,2,4.3,2.3,0.534883721,,,,,,,
A1708,0,0,W,0,7,06/08/2018,24.5,4.9,3,0,3.8,7,1.842105263,,,,,,,
A397,0,1,W,1,12,06/08/2018,44.6,6,4,0,5.1,6.8,1.333333333,,,,,,,
A1313,1,1,W,1,11,06/08/2018,49.2,6.6,4,0,5.8,6.9,1.189655172,,,,,,,
A404,0,1,W,1,10,06/08/2018,24.1,5.7,2,0,4.3,4.3,1,,,,,,,
B684,1,1,W,0,10,06/08/2018,15.8,5.9,2,0,3.3,0.7,0.212121212,,,,,,,
A1154,0,0,W,1,7,06/08/2018,11.3,2.3,1,0,0.5,0.1,0.2,,,,,,,
A710,0,1,W,1,13,06/08/2018,56.8,5.9,4,0,4.1,11.9,2.902439024,,,,,,,
A807,1,1,W,1,13,06/08/2018,60.4,5.1,5,0,5.8,5,0.862068966,,,,,,,
A1679,0,0,W,1,8,06/08/2018,60.7,6,3,3,4.4,9.6,2.181818182,,,,,,,
A741,0,1,W,1,11,06/08/2018,51.5,5.7,4,0,5.8,8.3,1.431034483,,,,,,,
A358,1,1,W,1,14,06/08/2018,71.6,5.3,4,0,6.6,8.7,1.318181818,,,,,,,
A1353,0,1,V,1,12,06/08/2018,57.3,6.8,4,2,6.1,3.4,0.557377049,,,,,,,
A763,0,1,W,1,11,31/07/2018,96.6,6.4,4,0,8,12.9,1.6125,,,,,,,
A405,0,1,W,1,11,06/08/2018,36.4,6,3,0,3.9,5.7,1.461538462,,,,,,,
A545,0,1,W,0,12,07/08/2018,32,6.3,5,2,6.9,2.9,0.420289855,,,,,,,
A453,0,0,W,1,8,07/08/2018,21,4.6,2,0,2.2,3.6,1.636363636,,,,,,,
B1245,1,1,W,0,8,06/08/2018,19.2,6.2,2,0,3.1,1.3,0.419354839,,,,,,,
A824,0,1,W,1,13,07/08/2018,49.7,5.6,4,0,4.9,6.1,1.244897959,,,,,,,
A399,0,1,W,1,12,07/08/2018,48.2,5.6,4,0,5.4,3.8,0.703703704,,,,,,,
A251,0,0,W,0,8,07/08/2018,10.2,4.7,1,0,2.5,2,0.8,,,,,,,
A366,0,1,W,1,12,07/08/2018,72.4,6,5,0,7.6,11.3,1.486842105,,,,,,,
A1734,0,1,W,1,13,07/08/2018,56.5,5.2,4,0,5.4,4.4,0.814814815,,,,,,,
A25,0,1,W,1,12,07/08/2018,50.3,5.5,4,0,4.7,7.8,1.659574468,,,,,,,
B1834,1,1,W,0,10,07/08/2018,26.6,7,4,0,4.7,2.3,0.489361702,,,,,,,
A529,0,1,W,1,12,07/08/2018,61.2,5.3,5,0,6.5,6.6,1.015384615,,,,,,,
A833,0,1,W,1,14,07/08/2018,58.5,5.6,4,0,4.8,7,1.458333333,,,,,,,
A873,0,1,W,0,12,07/08/2018,41.5,6.7,5,1,5.9,4.3,0.728813559,,,,,,,
B654,1,1,W,0,11,07/08/2018,36.5,6.9,3,0,4.7,3.4,0.723404255,,,,,,,
A1633,0,1,W,0,10,07/08/2018,27,6.6,4,1,4.1,3.4,0.829268293,,,,,,,
A759,0,1,W,1,12,07/08/2018,59,6.1,5,0,6.2,7.9,1.274193548,,,,,,,
A1406,0,1,W,0,12,07/08/2018,22.5,7.1,4,2,4.6,1.5,0.326086957,,,,,,,
A891,0,1,W,0,11,07/08/2018,22.2,7.1,4,0,4.9,2.9,0.591836735,,,,,,,
A1713,0,0,W,1,9,07/08/2018,8.8,3.7,1,0,2,0.3,0.15,,,,,,,
B664,1,1,W,0,11,07/08/2018,36.2,8.1,3,0,4.6,8.7,1.891304348,,,,,,,
A205,0,1,W,0,14,07/08/2018,34.6,7.9,3,3,5.4,2.5,0.462962963,,,,,,,
A812,0,1,W,1,10,07/08/2018,16,5.2,2,0,3.5,2.6,0.742857143,,,,,,,
A1618,0,0,W,1,8,07/08/2018,42.1,6.2,3,0,3.9,7.5,1.923076923,,,,,,,
A801,1,1,W,1,11,07/08/2018,35.8,5.3,3,0,3.7,5.2,1.405405405,,,,,,,
A874,0,1,W,0,11,07/08/2018,22.1,6.6,3,2,5.2,2.7,0.519230769,,,,,,,
B660,1,1,W,0,9,07/08/2018,17,6.5,2,0,3.4,2.3,0.676470588,,,,,,,
A1123,0,0,W,1,7,31/07/2018,16.9,-,2,0,3.1,2.8,0.903225806,,,,,,,
A1094,0,0,V,1,13,09/08/2018,35.2,4.4,2,0,2.9,3.1,1.068965517,,,,,,,
A995,0,1,W,0,9,09/08/2018,33,6.7,3,1,5.2,5.6,1.076923077,,,,,,,
A403,0,1,W,1,12,09/08/2018,40.8,5.9,3,0,3.3,5.6,1.696969697,,,,,,,
A1032,0,0,W,1,6,09/08/2018,5.4,4.2,1,0,1.9,0.5,0.263157895,,,,,,,
A1492,0,0,W,1,7,09/08/2018,8.4,4.2,1,0,2.5,1.8,0.72,,,,,,,
A1507,0,0,W,1,8,09/08/2018,24.5,4.1,2,0,2.4,3.8,1.583333333,,,,,,,
A226,0,0,W,1,8,09/08/2018,18.3,3,2,0,2.2,1.2,0.545454545,,,,,,,
A68,1,1,W,0,9,10/08/2018,21.7,6.2,3,0,5.9,2.8,0.474576271,,,,,,,
B655,1,1,W,0,11,10/08/2018,33.6,6,4,0,5.3,2.7,0.509433962,,,,,,,
A2049,0,1,V,0,11,10/08/2018,52.3,5.1,3,0,4.9,5.9,1.204081633,,,,,,,
A536,0,1,W,0,10,10/08/2018,15.2,5.6,3,0,3.6,1.7,0.472222222,,,,,,,
A724,0,1,W,1,11,11/08/2018,60,5.1,5,0,5.7,7.9,1.385964912,,,,,,,
B662,1,1,W,0,10,11/08/2018,51.2,6,4,0,5.8,8.2,1.413793103,,,,,,,
A706,0,1,W,1,11,11/08/2018,67.6,5.6,5,0,5.9,10,1.694915254,,,,,,,
A580,1,1,W,0,13,11/08/2018,35.1,7.1,4,2,5.2,2.6,0.5,,,,,,,
A180,1,1,W,1,10,11/08/2018,68.1,5.6,4,0,5.7,14.5,2.543859649,,,,,,,
A1300,0,1,W,1,10,12/08/2018,108.1,6,5,5,10.5,10.3,0.980952381,,,,,,,
B1241,1,1,W,0,11,12/08/2018,53.1,6.5,4,0,5,9.6,1.92,,,,,,,
A760,0,1,W,1,10,12/08/2018,85.9,6.2,5,1,7.3,10.4,1.424657534,,,,,,,
A897,0,1,W,0,7,13/08/2018,19.2,6.4,3,0,4.2,3,0.714285714,,,,,,,
A709,0,1,W,1,12,13/08/2018,57.4,5.5,3,0,4.3,11.3,2.627906977,,,,,,,
B1832,1,1,W,1,8,13/08/2018,11.3,7.6,4,0,3.8,1.6,0.421052632,,,,,,,
A1130,0,0,W,1,8,13/08/2018,10.6,3.9,1,0,2.2,0.8,0.363636364,,,,,,,
A493,0,0,W,1,12,13/08/2018,80.4,5.3,5,0,6.5,10.4,1.6,,,,,,,
A418,0,1,V,1,14,14/08/2018,48.7,5.7,3,0,3.5,3.2,0.914285714,,,,,,,
A214,0,1,W,0,12,14/08/2018,30.5,6.8,4,3,6.4,1.7,0.265625,,,,,,,
B122,1,1,W,0,12,14/08/2018,36.5,8.4,4,1,4.4,4.5,1.022727273,,,,,,,
A1291,0,1,V,0,13,14/08/2018,59.1,7.2,3,2,5.8,6.8,1.172413793,,,,,,,
A808,1,1,W,1,10,14/08/2018,22.5,5.6,3,0,3.5,5.8,1.657142857,,,,,,,
B1838,1,1,W,1,9,14/08/2018,18.4,7.5,4,1,4.7,2.9,0.617021277,,,,,,,
A813,0,1,W,1,13,14/08/2018,56.7,5.6,4,0,5.3,7.6,1.433962264,,,,,,,
A1341,0,1,W,1,12,14/08/2018,54.7,6,5,0,5.3,7.6,1.433962264,,,,,,,
A2039,0,0,W,1,5,14/08/2018,35.9,5.4,3,0,3.5,8.5,2.428571429,,,,,,,
A36,1,1,W,1,11,15/08/2018,39.4,5,4,0,5.6,8.3,1.482142857,,,,,,,
A880,0,1,W,0,13,15/08/2018,31.2,6.3,4,2,5.7,2.4,0.421052632,,,,,,,
A1860,0,1,V,1,14,15/08/2018,63.8,5.8,4,0,4.2,6.4,1.523809524,,,,,,,
B290,1,1,W,0,15,15/08/2018,39.5,7.1,3,0,4,2.3,0.575,,,,,,,
A715,0,1,W,1,12,15/08/2018,54.3,6.6,4,2,4.4,7.9,1.795454545,,,,,,,
A401,0,1,W,1,11,15/08/2018,23.5,5.2,2,0,3.7,4.4,1.189189189,,,,,,,
A1985,0,1,V,1,12,15/08/2018,58.9,6,4,0,4.9,6.6,1.346938776,,,,,,,
A395,0,1,W,1,13,15/08/2018,50.1,5.9,4,0,4.6,10.4,2.260869565,,,,,,,
A884,0,1,W,0,11,15/08/2018,26.1,8.2,3,2,5.1,4.2,0.823529412,,,,,,,
B666,1,1,W,0,15,15/08/2018,80.4,8.4,3,0,4.6,6.7,1.456521739,,,,,,,
B650,1,1,W,0,12,16/08/2018,39.9,6.1,4,0,4.6,10,2.173913043,,,,,,,
A49,0,1,W,0,11,16/08/2018,36.9,5.7,4,2,6.4,7.4,1.15625,,,,,,,
A575,0,1,W,0,13,16/08/2018,25.1,6.1,3,1,0.8,2,2.5,,,,,,,
A1394,0,1,W,0,9,16/08/2018,24.3,7.6,3,0,4.5,4.5,1,,,,,,,
B281,1,1,W,0,11,16/08/2018,36.7,5.3,4,2,5.6,6.3,1.125,,,,,,,
A229,0,0,W,1,12,16/08/2018,27.2,5.6,2,0,2.5,3.1,1.24,,,,,,,
A489,0,1,W,1,13,16/08/2018,62.7,5,4,0,5.4,8.2,1.518518519,,,,,,,
A1663,0,0,W,1,7,16/08/2018,51.2,5.6,2,0,3.4,9.3,2.735294118,,,,,,,
A351,0,1,W,0,-,16/08/2018,31.2,4.5,-,0,-,-,-,,,,,,,
B128,1,1,W,0,13,16/08/2018,34,9.2,4,2,5.3,5.2,0.981132075,,,,,,,
A367,0,1,V,1,14,16/08/2018,46.5,5,3,0,3.7,5.9,1.594594595,,,,,,,
A731,0,1,W,1,14,16/08/2018,93.3,5.6,5,1,0.7,9.2,13.14285714,,,,,,,
A419,0,1,V,1,14,16/08/2018,47.3,6,3,0,3.7,5.1,1.378378378,,,,,,,
B2018,1,1,W,-,-,17/08/2018,-,4.9,-,-,-,-,-,,,,,,,
A1448,0,1,W,0,11,17/08/2018,24.4,7.7,,1,4.4,2.7,0.613636364,,,,,,,
B1242,1,1,W,0,10,17/08/2018,40.8,7.3,3,0,3.5,5.1,1.457142857,,,,,,,
A33,1,1,W,1,11,18/08/2018,49,5.8,3,0,5.3,9.1,1.716981132,,,,,,,
A949,1,1,W,0,10,18/08/2018,19,6.1,3,1,4.5,1.8,0.4,,,,,,,
A1000,0,1,W,0,12,18/08/2018,30.1,6.8,3,2,4.3,4,0.930232558,,,,,,,
A1884,0,0,W,1,7,18/08/2018,35.4,5.2,2,0,2.7,7.7,2.851851852,,,,,,,
A1315,1,1,W,1,12,18/08/2018,59.5,6.6,4,0,5.7,10,1.754385965,,,,,,,
A1729,0,1,V,0,14,18/08/2018,54.2,6.2,3,0,4.5,5.6,1.244444444,,,,,,,
A13,0,1,W,1,12,18/08/2018,42.6,5.8,4,0,4.7,6.2,1.319148936,,,,,,,
A835,0,1,W,1,11,18/08/2018,32.8,4.7,4,0,4.4,3.4,0.772727273,,,,,,,
B1240,1,1,W,0,12,18/08/2018,29.2,7.5,3,0,4,3.4,0.85,,,,,,,
A564,0,1,W,0,15,18/08/2018,34.1,7.8,4,3,5.7,2.9,0.50877193,,,,,,,
A1682,0,0,W,1,7,18/08/2018,12.3,4.1,2,0,2.1,1.7,0.80952381,,,,,,,
A1890,0,0,W,1,9,18/08/2018,14.5,3.3,1,0,1.7,0.7,0.411764706,,,,,,,
A1512,0,0,W,1,7,18/08/2018,12.9,3.6,2,0,1.9,1.9,1,,,,,,,
A1514,0,0,W,1,8,18/08/2018,19.2,3.6,2,0,1.4,1.8,1.285714286,,,,,,,
A864,0,1,W,0,10,19/08/2018,33.6,8.5,4,1,5,7.3,1.46,,,,,,,
A77,0,1,W,0,16,20/08/2018,27.6,7.5,3,0,3.5,2.7,0.771428571,,,,,,,
A950,1,1,W,0,13,19/08/2018,18,8.8,4,1,5,2.4,0.48,,,,,,,
A38,0,1,W,1,13,19/08/2018,61.5,6.5,5,0,5.7,9.3,1.631578947,,,,,,,
A837,0,1,V,1,13,19/08/2018,49.2,6.7,4,0,4.4,5.4,1.227272727,,,,,,,
A1891,0,0,W,0,9,19/08/2018,17.3,6.1,3,1,2.7,1.8,0.666666667,,,,,,,
A1730,0,1,W,1,14,19/08/2018,45,6.2,4,0,4.6,5.8,1.260869565,,,,,,,
A1862,0,1,V,1,14,19/08/2018,52.3,7.6,4,1,4.4,5.7,1.295454545,,,,,,,
A1686,0,0,V,1,10,19/08/2018,41.3,6.5,2,1,3.2,6.9,2.15625,,,,,,,
A1526,0,0,W,0,9,11/08/2018,31.4,5.8,3,3,3.1,5.3,1.709677419,,,,,,,
A237,0,0,W,1,8,11/08/2018,10.1,4.2,1,0,1.6,1,0.625,,,,,,,
A1456,0,0,W,1,8,19/08/2018,16.7,4.7,2,0,2,2.8,1.4,,,,,,,
B2011,1,1,W,0,12,19/08/2018,24.6,7.4,3,0,5.1,4.3,0.843137255,,,,,,,
