"","Germ_date","Trans_date","Unique_ID","Host_code","Population","Euphrasia_sp","Leaf collected","Indumentum","Flower colour","Purple flushed","Node","Flower date","Height","Corolla size","Teeth","Branches","Leaf length","Internode length","Cauline ratio","Euphrasia_sp2","Population2"
"171","09/04/2018","19/04/2018","A84","PLA","A1766","Euphrasia anglica",1,1,"W","0","8",2018-06-25,45.5,"8","5","6","7","6.6","0.942857143","Euphrasia anglica","A1766"
"172","11/04/2018","23/04/2018","A450","LCO","M1768","Euphrasia micrantha",0,0,"V","1","7",2018-06-25,75.6,"7","3","3","4.6","13.1","2.847826087","Euphrasia micrantha","M1768"
"173","17/04/2018","26/04/2018","B1171","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-25,68.8,"10.6","5","0","6.7","17.5","2.611940299","Euphrasia montana","M1787"
"174","13/04/2018","23/04/2018","A634","PMA","M1768","Euphrasia micrantha",0,0,"V","1","7",2018-06-28,44.5,"5.7","2","0","3.2","7.6","2.375","Euphrasia micrantha","M1768"
"175","20/04/2018","01/05/2018","A1482","LPE","M1768","Euphrasia micrantha",0,0,"V","1","8",2018-06-28,68.5,"5.9","3","2","4.3","10.4","2.418604651","Euphrasia micrantha","M1768"
"176","13/04/2018","23/04/2018","A618","LPE","M1768","Euphrasia micrantha",0,0,"W","0","12",2018-06-29,70.6,"5.6","3","4","4.6","10.3","2.239130435","Euphrasia micrantha","M1768"
"177","03/05/2018","10/05/2018","B1963","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-25,79.2,"10.2","5","1","8.1","25.3","3.12345679","Euphrasia montana","M1787"
"178","20/04/2018","01/05/2018","B1616","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-27,82.2,"10.3","5","0","7.9","27.2","3.443037975","Euphrasia montana","M1787"
"179","10/04/2018","19/04/2018","B304","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-29,44.2,"10.4","3","0","6.6","10.5","1.590909091","Euphrasia montana","M1787"
"180","20/04/2018","01/05/2018","B1600","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","7",2018-06-27,35.1,"9.5","5","2","6.7","5.6","0.835820896","Euphrasia rostkoviana","R1765"
"181","09/04/2018","19/04/2018","B143","HLA","M1787","Euphrasia montana",1,1,"W","0","7",2018-06-25,86.6,"10.9","4","0","8.9","28.4","3.191011236","Euphrasia montana","M1787"
"182","11/04/2018","23/04/2018","B478","HLA","M1787","Euphrasia montana",1,1,"W","0","7",2018-06-27,62.5,"9.4","4","0","8.9","15.9","1.786516854","Euphrasia montana","M1787"
"183","09/04/2018","19/04/2018","B150","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-25,53.9,"9.3","4","0","6.7","15.8","2.358208955","Euphrasia montana","M1787"
"184","17/04/2018","26/04/2018","B1169","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-28,49.7,"9.6","5","0","7.2","7.6","1.055555556","Euphrasia montana","M1787"
"185","30/04/2018","02/05/2018","B1912","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-29,47.3,"8.2","5","1","9","10.6","1.177777778","Euphrasia montana","M1787"
"186","17/04/2018","26/04/2018","A1005","LPE","A1763","Euphrasia anglica",0,1,"W","0","8",2018-06-29,29,"8.9","4","2","7.8","3.7","0.474358974","Euphrasia anglica","A1766"
"187","10/04/2018","19/04/2018","A207","HLA","A1763","Euphrasia anglica",1,1,"W","0","9",2018-06-30,28.1,"7.4","4","6","7.7","2.1","0.272727273","Euphrasia anglica","A1766"
"188","09/04/2018","19/04/2018","A105","UGA","M1769","Euphrasia micrantha",0,0,"W","1","7",2018-06-30,11.5,"3.8","2","0","1.9","1.1","0.578947368","Euphrasia micrantha","M1769"
"189","17/04/2018","26/04/2018","A944","PLA","A1763","Euphrasia anglica",1,1,"W","0","8",2018-06-30,18.8,"6.6","4","1","5.8","1.3","0.224137931","Euphrasia anglica","A1766"
"190","17/04/2018","26/04/2018","A1093","UGA","M1768","Euphrasia micrantha",0,0,"V","1","8",2018-06-30,32.2,"4.6","3","0","3.2","3.5","1.09375","Euphrasia micrantha","M1768"
"191","13/04/2018","23/04/2018","A596","LPE","A1766","Euphrasia anglica",0,1,"W","0","7",2018-06-30,13.6,"6.9","3","1","5.2","0.8","0.153846154","Euphrasia anglica","A1766"
"192","17/04/2018","26/04/2018","A1085","PMA","M1768","Euphrasia micrantha",0,0,"W","1","10",2018-07-02,76.4,"5.7","4","7","6.2","8.5","1.370967742","Euphrasia micrantha","M1768"
"193","17/04/2018","26/04/2018","A921","LPE","A1763","Euphrasia anglica",0,1,"W","0","7",2018-07-02,32.9,"9","4","5","9","6.4","0.711111111","Euphrasia anglica","A1766"
"194","09/05/2018","10/05/2018","A1975","LCO","T1761","Euphrasia vigursii",0,1,"W","0","7",2018-07-03,53,"6.6","4","3","9.7","10.9","1.12371134","Euphrasia tetraquetra","T1761"
"195","25/04/2018","02/05/2018","A1651","VCH","A1763","Euphrasia anglica",0,1,"W","0","7",2018-07-03,14.5,"7","3","1","4.7","1.1","0.234042553","Euphrasia anglica","A1766"
"196","10/04/2018","19/04/2018","B291","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-02,30.6,"9.1","5","0","5.7","5.3","0.929824561","Euphrasia rostkoviana","R1765"
"197","20/04/2018","01/05/2018","B1594","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","6",2018-07-02,43.1,"9.3","3","0","5.6","11.7","2.089285714","Euphrasia rostkoviana","R1762"
"198","17/04/2018","26/04/2018","A1019","LPE","A1766","Euphrasia anglica",0,1,"W","0","8",2018-07-02,47.2,"8.9","5","7","6.7","5.7","0.850746269","Euphrasia anglica","A1766"
"199","20/04/2018","01/05/2018","A1477","LCO","M1768","Euphrasia micrantha",0,1,"W","1","6",2019-07-02,26.7,"5.2","3","0","3.2","5.6","1.75","Euphrasia micrantha","M1768"
"200","30/04/2018","02/05/2018","B1935","HLA","R1785","Euphrasia rivularis",1,0,"W","0","6",2018-07-03,13.3,"6.5","2","0","3.4","0.9","0.264705882","Euphrasia rivularis","R1785"
"201","13/04/2018","23/04/2018","A593","VCH","A1766","Euphrasia anglica",0,1,"W","0","8",2018-07-03,21.5,"8.4","5","2","7","2","0.285714286","Euphrasia anglica","A1766"
"202","11/04/2018","23/04/2018","A423","ACU","A1766","Euphrasia anglica",0,1,"W","0","8",2018-07-03,26.2,"8.2","3","3","5.8","5.3","0.913793103","Euphrasia anglica","A1766"
"203","13/04/2018","23/04/2018","A521","PLA","T1761","Euphrasia vigursii",1,1,"W","1","8",2018-07-01,59.6,"6.2","5","1","8.7","10.3","1.183908046","Euphrasia tetraquetra","T1761"
"204","09/04/2018","19/04/2018","A26","LCO","T1761","Euphrasia vigursii",0,1,"W","1","9",2018-07-02,64.2,"6.5","5","0","6.8","6","0.882352941","Euphrasia tetraquetra","T1761"
"205","10/04/2018","19/04/2018","B269","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","8",2018-07-03,53.5,"8.9","4","0","5.1","9.6","1.882352941","Euphrasia rostkoviana","R1762"
"206","17/04/2018","26/04/2018","A1124","LPE","M1769","Euphrasia micrantha",0,0,"W","1","8",2018-07-03,29.1,"4.8","2","0","3.3","5.9","1.787878788","Euphrasia micrantha","M1769"
"207","09/04/2018","19/04/2018","A75","LCO","A1766","Euphrasia anglica",0,1,"W","0","7",2018-07-02,23.4,"8.9","4","3","6.4","2.1","0.328125","Euphrasia anglica","A1766"
"208","10/04/2018","19/04/2018","B275","HLA","R1765","Euphrasia rostkoviana",1,1,"W","0","8",2018-07-02,20.7,"7.6","4","2","4.3","2.7","0.627906977","Euphrasia rostkoviana","R1765"
"209","17/04/2018","26/04/2018","B1250","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-04,29.9,"9.2","4","0","4.6","3.7","0.804347826","Euphrasia rostkoviana","R1762"
"210","10/04/2018","19/04/2018","B312","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-07-04,18.8,"9.1","3","0","4.4","4.5","1.022727273","Euphrasia montana","M1787"
"211","13/04/2018","23/04/2018","A546","DFL","A1763","Euphrasia anglica",0,1,"W","0","7",2018-07-03,17.4,"7.9","4","0","6.8","1.6","0.235294118","Euphrasia anglica","A1766"
"212","10/04/2018","19/04/2018","B309","PLA","M1787","Euphrasia montana",1,0,"W","0","6",2018-07-02,17.1,"5.3","3","0","3.8","2.5","0.657894737","Euphrasia montana","M1787"
"213","13/04/2018","23/04/2018","A602","CVU","M1769","Euphrasia micrantha",0,1,"W","1","7",2018-07-04,14.7,"3.8","1","0","2.2","3.6","1.636363636","Euphrasia micrantha","M1769"
"214","25/04/2018","02/05/2018","A1642","LPE","A1763","Euphrasia anglica",0,0,"W","0","8",2018-07-04,30,"6.3","4","3","6.8","3.4","0.5","Euphrasia anglica","A1766"
"215","17/04/2018","26/04/2018","A1052","DFL","M1768","Euphrasia micrantha",0,0,"V","1","8",2018-07-04,26.1,"4.9","2","0","2.3","2","0.869565217","Euphrasia micrantha","M1768"
"216","25/04/2018","02/05/2018","A1662","ACU","M1768","Euphrasia micrantha",0,0,"V","1","5",2018-07-03,13.8,"5.8","2","0","2.6","2.6","1","Euphrasia micrantha","M1768"
"217","09/04/2018","19/04/2018","A107","HLA","M1769","Euphrasia micrantha",0,1,"W","1","5",2018-07-02,8,"3.4","1","0","2","1.5","0.75","Euphrasia micrantha","M1769"
"218","25/04/2018","02/05/2018","B1802","PLA","M1787","Euphrasia montana",1,1,"W","0","8",2018-07-04,42.3,"6.5","4","0","5.3","2.2","0.41509434","Euphrasia montana","M1787"
"219","09/04/2018","19/04/2018","B154","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-07-02,43.4,"9.2","3","0","4.3","7.6","1.76744186","Euphrasia montana","M1787"
"220","20/04/2018","01/05/2018","B1610","HLA","R1786","Euphrasia rivularis",1,1,"W","0","6",2018-07-04,21.6,"6.2","2","0","3.3","5.5","1.666666667","Euphrasia rivularis","R1786"
"221","09/05/2018","10/05/2018","B2015","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-07-03,67.9,"11.8","4","1","9.3","17.7","1.903225806","Euphrasia montana","M1787"
"222","17/04/2018","26/04/2018","B1208","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-04,22,"8.3","4","2","6.1","3.1","0.508196721","Euphrasia rostkoviana","R1765"
"223","13/04/2018","23/04/2018","A548","DFL","A1766","Euphrasia anglica",0,1,"W","0","7",2018-07-03,28.4,"7.2","4","1","6","7.6","1.266666667","Euphrasia anglica","A1766"
"224","17/04/2018","26/04/2018","B1209","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-04,35.1,"9.2","4","4","7.3","5.5","0.753424658","Euphrasia rostkoviana","R1765"
"225","20/04/2018","01/05/2018","A1486","LPE","M1768","Euphrasia micrantha",0,0,"W","1","5",2018-07-02,34.6,"5.2","3","2","4.4","8.9","2.022727273","Euphrasia micrantha","M1768"
"226","10/04/2018","19/04/2018","B293","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","8",2018-07-04,25,"7.9","4","2","5.3","3.8","0.716981132","Euphrasia rostkoviana","R1765"
"227","11/04/2018","23/04/2018","B458","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-04,13.8,"7.5","3","0","4","1.6","0.4","Euphrasia rostkoviana","R1764"
"228","17/04/2018","26/04/2018","B1255","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","6",2018-07-02,29.7,"8","4","0","5.2","3.8","0.730769231","Euphrasia rostkoviana","R1762"
"229","17/04/2018","26/04/2018","A1045","ACU","M1768","Euphrasia micrantha",0,0,"V","1","7",2018-07-05,36.2,"5.7","3","1","4","7.2","1.8","Euphrasia micrantha","M1768"
"230","20/04/2018","01/05/2018","A1569","VCH","M1767","Euphrasia micrantha",0,0,"W","1","5",2018-07-05,13,"4.6","2","0","3.1","2.7","0.870967742","Euphrasia micrantha","M1767"
"231","17/04/2018","26/04/2018","A1074","OVU","M1768","Euphrasia micrantha",0,0,"W","1","7",2018-07-05,17.3,"4.6","2","0","2.4","1.9","0.791666667","Euphrasia micrantha","M1768"
"232","17/04/2018","26/04/2018","A1006","LPE","A1763","Euphrasia anglica",0,1,"W","0","8",2018-07-05,20.9,"7.3","3","3","6.4","1.9","0.296875","Euphrasia anglica","A1766"
"233","13/04/2018","23/04/2018","A597","LPE","A1766","Euphrasia anglica",0,1,"W","0","8",2018-07-05,18.7,"7.1","4","1","6","2","0.333333333","Euphrasia anglica","A1766"
"234","30/04/2018","02/05/2018","A1855","VCH","A1763","Euphrasia anglica",0,1,"W","0","8",2018-07-05,24.5,"6","4","2","7.5","3.7","0.493333333","Euphrasia anglica","A1766"
"235","17/04/2018","26/04/2018","B1205","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-05,19.4,"6.2","4","5","5.1","3.2","0.62745098","Euphrasia rostkoviana","R1765"
"236","17/04/2018","26/04/2018","A916","LPE","A1763","Euphrasia anglica",0,1,"W","0","7",2018-07-05,21.2,"7.8","4","1","7.4","2.1","0.283783784","Euphrasia anglica","A1766"
"237","11/04/2018","23/04/2018","A375","LCO","T1761","Euphrasia vigursii",0,1,"W","0","9",2018-07-05,82.6,"5.9","6","6","13","1.6","0.123076923","Euphrasia tetraquetra","T1761"
"238","20/04/2018","01/05/2018","A1548","VCH","M1769","Euphrasia micrantha",0,0,"W","1","6",2018-07-06,33.2,"3.8","2","3","4","6.5","1.625","Euphrasia micrantha","M1769"
"239","25/04/2018","02/05/2018","A1715","LPE","M1769","Euphrasia micrantha",0,0,"W","1","6",2018-07-06,45.5,"4.4","2","0","3.6","9.9","2.75","Euphrasia micrantha","M1769"
"240","20/04/2018","01/05/2018","A1564","LPE","M1767","Euphrasia micrantha",0,0,"W","1","5",2018-07-06,28.8,"4.7","2","0","3.9","9.5","2.435897436","Euphrasia micrantha","M1767"
"241","17/04/2018","26/04/2018","A1113","FOV","M1769","Euphrasia micrantha",0,0,"V","0","5",2018-07-06,29.3,"4.1","2","0","2.9","11.8","4.068965517","Euphrasia micrantha","M1769"
"242","20/04/2018","01/05/2018","A1498","PMA","M1768","Euphrasia micrantha",0,0,"W","1","8",2018-07-06,48.2,"4.6","2","0","3.2","6.6","2.0625","Euphrasia micrantha","M1768"
"243","17/04/2018","26/04/2018","A1150","PMA","M1769","Euphrasia micrantha",0,0,"W","1","8",2018-07-06,24.5,"3.8","2","0","2.8","6.5","2.321428571","Euphrasia micrantha","M1769"
"244","13/04/2018","23/04/2018","A505","PLA","T1761","Euphrasia vigursii",1,1,"W","1","8",2018-07-06,45.6,"4.5","4","0","5.6","10.1","1.803571429","Euphrasia tetraquetra","T1761"
"245","17/04/2018","26/04/2018","B1247","HLA","R1762","Euphrasia rostkoviana",1,1,"W","1","8",2018-07-06,55.5,"9.7","4","0","7.3","14","1.917808219","Euphrasia rostkoviana","R1762"
"246","20/04/2018","01/05/2018","B1586","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-06,17,"7.7","4","0","5.2","3.3","0.634615385","Euphrasia rostkoviana","R1764"
"247","10/04/2018","19/04/2018","A212","PMA","A1763","Euphrasia anglica",0,1,"W","0","10",2018-07-06,16.5,"7.6","3","1","4.3","2","0.465116279","Euphrasia anglica","A1766"
"248","20/04/2018","01/05/2018","A1529","OVU","M1769","Euphrasia micrantha",0,0,"W","1","7",2018-07-06,22.3,"4.2","2","0","3.1","7.1","2.290322581","Euphrasia micrantha","M1769"
"249","25/04/2018","02/05/2018","A1675","OVU","M1768","Euphrasia micrantha",0,0,"W","1","6",2018-07-06,20.5,"3.6","2","0","3.6","6","1.666666667","Euphrasia micrantha","M1768"
"250","20/04/2018","01/05/2018","A1562","HLA","M1767","Euphrasia micrantha",1,0,"W","1","5",2018-07-06,7.8,"2.9","2","0","2.9","0.7","0.24137931","Euphrasia micrantha","M1767"
"251","09/04/2018","19/04/2018","A58","DFL","A1766","Euphrasia anglica",0,1,"W","0","9",2018-07-07,24.7,"9.3","3","6","6.3","4.6","0.73015873","Euphrasia anglica","A1766"
"252","10/04/2018","19/04/2018","A230","DFL","M1768","Euphrasia micrantha",0,0,"V","1","8",2018-07-06,24.8,"5.4","2","0","2.6","5.2","2","Euphrasia micrantha","M1768"
"253","10/04/2018","19/04/2018","C316","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-26,99.3,"10.9","5","0","9.3","26.4","2.838709677","Euphrasia montana","M1787"
"254","10/04/2018","19/04/2018","C320","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-29,76.3,"9.7","4","0","6","21.5","3.583333333","Euphrasia montana","M1787"
"255","10/04/2018","19/04/2018","C314","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-29,67,"9.4","3","0","6.2","17.3","2.790322581","Euphrasia montana","M1787"
"256","11/04/2018","23/04/2018","C485","HLA","M1787","Euphrasia montana",0,1,"W","0","7",2018-06-27,48.4,"8.2","5","0","6.2","6.1","0.983870968","Euphrasia montana","M1787"
"257","25/04/2018","02/05/2018","C1822","HLA","M1787","Euphrasia montana",0,1,"W","0","7",2018-06-28,116.3,"12.4","5","0","11.2","29","2.589285714","Euphrasia montana","M1787"
"258","25/04/2018","02/05/2018","C1812","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-28,150.2,"10.9","5","3","10.5","34.7","3.304761905","Euphrasia montana","M1787"
"259","11/04/2018","23/04/2018","C486","HLA","M1787","Euphrasia montana",0,1,"W","0","7",2018-06-28,129.9,"8.2","5","0","9.9","25.6","2.585858586","Euphrasia montana","M1787"
"260","30/04/2018","02/05/2018","C1923","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-26,85,"8.5","5","0","10.1","23.6","2.336633663","Euphrasia montana","M1787"
"261","10/04/2018","19/04/2018","C313","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-28,72,"9.8","4","0","7","20.3","2.9","Euphrasia montana","M1787"
"262","25/04/2018","02/05/2018","C1805","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-28,125.3,"10.8","4","0","10.2","41.6","4.078431373","Euphrasia montana","M1787"
"263","10/04/2018","19/04/2018","C321","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-27,108.7,"9.9","5","0","8.9","22.6","2.539325843","Euphrasia montana","M1787"
"264","30/04/2018","02/05/2018","C1925","HLA","M1787","Euphrasia montana",0,1,"W","0","3",2018-06-27,89.1,"9.8","3","0","8.8","19.1","2.170454545","Euphrasia montana","M1787"
"265","20/04/2018","01/05/2018","C1627","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-27,153.7,"114","4","0","12.9","35.1","2.720930233","Euphrasia montana","M1787"
"266","10/04/2018","19/04/2018","C319","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-28,82.2,"8.8","4","0","7.8","30","3.846153846","Euphrasia montana","M1787"
"267","25/04/2018","02/05/2018","C1820","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-27,123.8,"11","5","2","12.3","30.7","2.495934959","Euphrasia montana","M1787"
"268","30/04/2018","02/05/2018","C1927","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-26,136,"10","4","0","11.7","30.7","2.623931624","Euphrasia montana","M1787"
"269","17/04/2018","26/04/2018","C1267","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-29,82.1,"10.2","5","0","6.3","18","2.857142857","Euphrasia montana","M1787"
"270","25/04/2018","02/05/2018","C1824","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-28,141.8,"12","6","2","9.7","30.3","3.12371134","Euphrasia montana","M1787"
"271","25/04/2018","02/05/2018","C1818","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-23,121.7,"12","5","1","9.9","28.5","2.878787879","Euphrasia montana","M1787"
"272","10/04/2018","19/04/2018","C315","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-27,105.4,"11.4","4","0","8.7","22.2","2.551724138","Euphrasia montana","M1787"
"273","25/04/2018","02/05/2018","C1821","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-29,76.1,"9.3","4","0","7.5","22.1","2.946666667","Euphrasia montana","M1787"
"274","17/04/2018","26/04/2018","C1261","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-25,112,"10.2","4","0","7.6","26.7","3.513157895","Euphrasia montana","M1787"
"275","25/04/2018","02/05/2018","C1811","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-27,174.7,"11.2","4","2","11.5","34.4","2.991304348","Euphrasia montana","M1787"
"276","25/04/2018","02/05/2018","C1819","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-27,128.2,"10.8","5","1","10","30.2","3.02","Euphrasia montana","M1787"
"277","25/04/2018","02/05/2018","C1817","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-27,95.7,"9.8","4","0","9.2","28.6","3.108695652","Euphrasia montana","M1787"
"278","25/04/2018","02/05/2018","C1825","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-28,89.9,"10.1","4","0","8.5","26.4","3.105882353","Euphrasia montana","M1787"
"279","17/04/2018","26/04/2018","C1265","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-26,107.4,"9.6","4","1","9","27.6","3.066666667","Euphrasia montana","M1787"
"280","09/04/2018","19/04/2018","C162","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-29,73.6,"9.8","4","0","7","21.7","3.1","Euphrasia montana","M1787"
"281","11/04/2018","23/04/2018","C482","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-28,54.5,"10","4","0","5.3","12.1","2.283018868","Euphrasia montana","M1787"
"282","17/04/2018","26/04/2018","C1266","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-29,86,"10.4","4","0","7.2","24.7","3.430555556","Euphrasia montana","M1787"
"283","09/04/2018","19/04/2018","C173","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-28,96.3,"10.2","4","0","7.7","24.3","3.155844156","Euphrasia montana","M1787"
"284","25/04/2018","02/05/2018","C1823","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-25,144.9,"11.2","5","1","9.4","36.1","3.840425532","Euphrasia montana","M1787"
"285","11/04/2018","23/04/2018","C484","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-24,128.8,"10.9","5","0","8","26.4","3.3","Euphrasia montana","M1787"
"286","25/04/2018","02/05/2018","C1809","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-28,90.6,"10.6","3","1","7.8","32.2","4.128205128","Euphrasia montana","M1787"
"287","09/04/2018","19/04/2018","C172","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-29,82.3,"9.7","3","0","7.1","21.1","2.971830986","Euphrasia montana","M1787"
"288","25/04/2018","02/05/2018","C1810","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-27,167.2,"11.3","5","2","11.9","41.7","3.504201681","Euphrasia montana","M1787"
"289","11/04/2018","23/04/2018","C481","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-29,64,"10","4","0","7.6","21","2.763157895","Euphrasia montana","M1787"
"290","11/04/2018","23/04/2018","C483","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-28,84.2,"10.1","5","1","7.9","29.7","3.759493671","Euphrasia montana","M1787"
"291","25/04/2018","02/05/2018","C1808","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-28,70.8,"9.2","4","0","7.2","20","2.777777778","Euphrasia montana","M1787"
"292","13/04/2018","24/04/2018","C690","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-28,94.3,"9.1","4","0","7","27.1","3.871428571","Euphrasia montana","M1787"
"293","09/04/2018","19/04/2018","C171","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-29,62,"8.7","3","0","5.6","18.5","3.303571429","Euphrasia montana","M1787"
"294","09/04/2018","19/04/2018","C169","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-26,94.4,"9.1","3","0","9.2","21.5","2.336956522","Euphrasia montana","M1787"
"295","09/04/2018","19/04/2018","C170","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-25,102.4,"10.6","3","0","9","28.8","3.2","Euphrasia montana","M1787"
"296","10/04/2018","19/04/2018","C322","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-02,37.3,"8.6","4","0","6.5","13.4","2.061538462","Euphrasia montana","M1787"
"297","30/04/2018","02/05/2018","C1926","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-02,80.5,"9.2","5","0","8.9","25.7","2.887640449","Euphrasia montana","M1787"
"298","25/04/2018","02/05/2018","C1815","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-03,46.3,"9.5","4","0","6.3","9.9","1.571428571","Euphrasia montana","M1787"
"299","11/04/2018","23/04/2018","C480","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-07-01,88.6,"9.2","4","0","7.9","24.2","3.063291139","Euphrasia montana","M1787"
"300","25/04/2018","02/05/2018","C1816","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-04,44.9,"10.1","4","0","7.6","12.9","1.697368421","Euphrasia montana","M1787"
"301","09/04/2018","19/04/2018","C168","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-05,30.6,"7.1","3","0","4.5","7.1","1.577777778","Euphrasia montana","M1787"
"302","25/04/2018","02/05/2018","C1807","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-03,75.4,"11.3","4","0","7.6","22.7","2.986842105","Euphrasia montana","M1787"
"303","17/04/2018","26/04/2018","C1268","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-04,35.5,"9.4","4","0","5.6","6","1.071428571","Euphrasia montana","M1787"
"304","30/04/2018","02/05/2018","C1921","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-07-04,66.6,"7.7","5","1","9.2","14.4","1.565217391","Euphrasia montana","M1787"
"305","30/04/2018","02/05/2018","C1924","HLA","M1787","Euphrasia montana",0,1,"W","0","7",2018-07-03,100.8,"7.5","6","3","11.8","14","1.186440678","Euphrasia montana","M1787"
"306","13/04/2018","24/04/2018","C687","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-07-05,53.6,"7.5","4","0","5.3","10.8","2.037735849","Euphrasia montana","M1787"
"307","20/04/2018","01/05/2018","B1593","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-08,39.9,"9.6","4","0","4.5","6.7","1.488888889","Euphrasia rostkoviana","R1762"
"308","09/04/2018","19/04/2018","B130","HLA","R1762","Euphrasia rostkoviana",1,1,"W","0","7",2018-07-07,55.6,"9","4","1","6.6","13.4","2.03030303","Euphrasia rostkoviana","R1762"
"309","20/04/2018","01/05/2018","A1451","ACU","M1768","Euphrasia micrantha",0,0,"V","1","8",2018-07-07,46.5,"4.7","2","0","2.9","6.9","2.379310345","Euphrasia micrantha","M1768"
"310","30/04/2018","02/05/2018","B1918","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-07-10,26.8,"5.7","4","0","4.6","2.4","0.52173913","Euphrasia montana","M1787"
"311","17/04/2018","26/04/2018","A1049","DFL","M1768","Euphrasia micrantha",0,0,"V","1","7",2018-07-10,23.9,"4.4","2","0","1.9","3.3","1.736842105","Euphrasia micrantha","M1768"
