"","Response","Variable","Posterior Mode","lowerHPD","upperHPD"
"1","End of season reproduction","Name",5.48289276076747,2.2185050703857,12.679018296788
"2","End of season reproduction","animal",13.628831453413,5.58928860437658e-05,70.3665037474488
"3","End of season reproduction","units",5.01650568125495,4.26873271791362,5.89756405674648
